File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27
DCB_se1_ag4_m_02_1,1773,DCB_se1_ag4_m_02,2372.1685,2373.4391,1.2706,I done made it to sixty seven.,1,1,I,made,I_done_made,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,I,done ,made,it,to,sixty,seven.,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag4_m_02_1,1847,DCB_se1_ag4_m_02,2455.3153,2458.4885,3.1732,"Shit, so I done said- , I walked- no matter where to we have.",1,1,I,said,I_done_said,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,"Shit,",so,I,done ,said-,",",I,walked-,no,matter,where,to,we,have.,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_01_1,1178,DCB_se2_ag4_f_01,1471.6535,1473.7145,2.061,"Well, so I done survived, and I got 'em through s-",1,1,I,survived,I_done_survived,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,"Well,",so,I,done ,"survived,",and,I,got,'em,through,s-,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_01_1,3026,DCB_se2_ag4_f_01,3785.0453,3786.4768,1.4315,that you done moved everybody out.,1,1,you,moved,you_done_moved,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,that,you,done ,moved,everybody,out.,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_01_1,3028,DCB_se2_ag4_f_01,3786.7986,3789.3445,2.5459,"And you done put bikes on every corner and all of that, and",1,1,you,put,you_done_put,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,And,you,done ,put,bikes,on,every,corner,and,all,of,"that,",and,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_01_1,3029,DCB_se2_ag4_f_01,3789.6383,3794.328,4.6897,you done put these- ap- overgrown these streets with apartment buildings and condos and,1,1,you,put,you_done_put,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,you,done ,put,these-,ap-,overgrown,these,streets,with,apartment,buildings,and,condos,and,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,334,DCB_se2_ag4_f_05,511.3305,516.3947,5.0642,that we saw earlier looking prim and proper. Now she done change into something else.,1,1,she,change,she_done_change,PronounPersonal,VerbBase,PronounPersonal_done_VerbBase,,,,,,,,,,,,,that,we,saw,earlier,looking,prim,and,proper.,Now,she,done ,change,into,something,else.,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_m_01_1,2339,DCB_se2_ag4_m_01,3083.4172,3086.5904,3.1732,Cause I done killed- I done killed five of my years being in Lorton.,2,2,I,killed,I_done_killed,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,Cause,I,done ,killed-,I,done,killed,five,of,my,years,being,in,Lorton.,,,,,,,,,,,,,,,,
DCB_se2_ag4_m_01_1,2339,DCB_se2_ag4_m_01,3083.4172,3086.5904,3.1732,Cause I done killed- I done killed five of my years being in Lorton.,2,2,I,killed,I_done_killed,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,Cause,I,done,killed-,I,done ,killed,five,of,my,years,being,in,Lorton.,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_m_01_1,3062,DCB_se2_ag4_m_01,3971.9842,3973.3741,1.3899,that these kids done have?,1,1,kids,have,kids_done_have,Noun,VerbBase,Noun_done_VerbBase,,,,,,,,,,,,,,,,,,,,that,these,kids,done ,have?,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_m_01_1,3122,DCB_se2_ag4_m_01,4055.3147,4057.2783,1.9636,It's a lot done changed. It- it- it's a lot.,1,1,lot,changed,lot_done_changed,Noun,VerbPastParticiple,Noun_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,It's,a,lot,done ,changed.,It-,it-,it's,a,lot.,,,,,,,,,,,,,,,,,,,,,
DCB_se3_ag1_f_01_1,1011,DCB_se3_ag1_f_01,1296.3732,1301.3109,4.9377,"every time you go to school you got all the flags of, all the schools every teacher who done went to,",1,1,who,went,who_done_went,PronounRelative,VerbPastParticiple,PronounRelative_done_VerbPastParticiple,,,,,every,time,you,go,to,school,you,got,all,the,flags,"of,",all,the,schools,every,teacher,who,done ,went,"to,",,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se3_ag1_f_01_1,1059,DCB_se3_ag1_f_01,1361.0461,1364.2755,3.2294,"I don't like feeling like I've done did something wrong, so.",1,1,I,did,I_done_did,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,I,don't,like,feeling,like,I've,done ,did,something,"wrong,",so.,,,,,,,,,,,,,,,,,,,,,,,
DCB_se3_ag3_f_02_1,880,DCB_se3_ag3_f_02,939.8723,942.2045,2.3322,"And I'm done, you know, I- I done gave you good grades.",2,1,I,gave,I_done_gave,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,And,I'm,"done,",you,"know,",I-,I,done ,gave,you,good,grades.,,,,,,,,,,,,,,,,,,,,,,,
DCB_se3_ag3_f_02_1,1704,DCB_se3_ag3_f_02,1719.5539,1720.9853,1.4314,and I done have fun doing that.,1,1,I,have,I_done_have,PronounPersonal,VerbBase,PronounPersonal_done_VerbBase,,,,,,,,,,,,,,,,,,,,,and,I,done ,have,fun,doing,that.,,,,,,,,,,,,,,,,,,,,,,,
DCB_se3_ag3_m_02_2,189,DCB_se3_ag3_m_02,221.3496,222.6722,1.3226,"you crazy, you done lost your mind.",1,1,you,lost,you_done_lost,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,you,"crazy,",you,done ,lost,your,mind.,,,,,,,,,,,,,,,,,,,,,,,,
LES_se0_ag3_m_01_1,995,LES_se0_ag3_m_01,1183.094,1184.4763,1.3823,"uh, I done did it all.",1,1,I,did,I_done_did,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,"uh,",I,done ,did,it,all.,,,,,,,,,,,,,,,,,,,,,,,,
LES_se0_ag3_m_01_1,1418,LES_se0_ag3_m_01,1681.8891,1683.6277,1.7386,"Nah, he's um, he done went to",1,1,he,went,he_done_went,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,"Nah,",he's,"um,",he,done ,went,to,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag2_f_02_1,1671,PRV_se0_ag2_f_02,1784.0895,1786.9113,2.8218,I'm talking about older now. I done got older now.,1,1,I,older,I_done_older,PronounPersonal,Adjective,PronounPersonal_done_Adjective,,,,,,,,,,,,,,,,,I'm,talking,about,older,now.,I,done ,got,older,now.,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag2_f_03_1,299,PRV_se0_ag2_f_03,397.1189,399.2233,2.1044,And my daughter she love it done met,1,1,it,met,it_done_met,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,And,my,daughter,she,love,it,done ,met,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag2_m_01_1,1874,PRV_se0_ag2_m_01,1638.5988,1639.219,0.6202,Done worked there.,1,1,constituentbounday,worked,constituentbounday_done_worked,ConstituentBoundary,VerbPastParticiple,ConstituentBoundary_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,Done ,worked,there.,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag2_m_01_1,1882,PRV_se0_ag2_m_01,1644.2211,1646.1469,1.9258,"Oh, it done changed so many time to what it is now.",1,1,it,changed,it_done_changed,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,"Oh,",it,done ,changed,so,many,time,to,what,it,is,now.,,,,,,,,,,,,,,,,,,
PRV_se0_ag2_m_01_1,1932,misc,1677.9514,1679.2506,1.2992,all of 'em done worked at Enterprise,1,1,all,worked,all_done_worked,PronounIndefinite,VerbPastParticiple,PronounIndefinite_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,all,of,'em,done ,worked,at,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag2_m_01_1,1936,misc,1681.4288,1683.6856,2.2568,Pretty much everybody done worked there that stays in Princeville.,1,1,everybody,worked,everybody_done_worked,PronounIndefinite,VerbPastParticiple,PronounIndefinite_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,Pretty,much,everybody,done ,worked,there,that,stays,in,Princeville.,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag2_m_01_1,2378,PRV_se0_ag2_m_01,2083.2899,2084.1199,0.83,Ever done seen,1,1,constituentbounday,seen,constituentbounday_done_seen,ConstituentBoundary,VerbPastParticiple,ConstituentBoundary_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,Ever,done ,seen,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag2_m_01_1,3032,PRV_se0_ag2_m_01,2655.1447,2656.2433,1.0986,I got- done got a spanking,1,1,I,got,I_done_got,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,I,got-,done ,got,a,spanking,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag2_m_01_1,3034,PRV_se0_ag2_m_01,2656.6882,2657.4471,0.7589,for something you done did.,1,1,you,did,you_done_did,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,for,something,you,done ,did.,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag2_m_02_1,552,PRV_se0_ag2_m_02,586.0871,591.8315,5.7444,some of the school- We did have one incident when I was in that- at high school where we done felt that black students was being,1,1,we,felt,we_done_felt,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,some,of,the,school-,We,did,have,one,incident,when,I,was,in,that-,at,high,school,where,we,done ,felt,that,black,students,was,being,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag2_m_02_1,2393,PRV_se0_ag2_m_02,2663.7425,2664.6271,0.8846,And you done had a-,1,1,you,had,you_done_had,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,And,you,done ,had,a-,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag2_m_02_2,839,PRV_se0_ag2_m_02,833.6059,837.2699,3.664,location  away from home. ECU. We done got some now at ECU.,1,1,we,got,we_done_got,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,location,away,from,home.,ECU.,We,done ,got,some,now,at,ECU.,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_f_03_1,272,PRV_se0_ag2_f_03,300.8016,301.8714,1.0698,Everybody had done gone,1,1,everybody,gone,everybody_done_gone,PronounIndefinite,VerbPastParticiple,PronounIndefinite_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,Everybody,had,done ,gone,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_f_03_1,476,PRV_se0_ag2_f_03,548.9942,552.4733,3.4791,"told- and my husband went to the door. And he said, everybody done gone away from back here.",1,1,everybody,gone,everybody_done_gone,PronounIndefinite,VerbPastParticiple,PronounIndefinite_done_VerbPastParticiple,,,,,,,,,,,told-,and,my,husband,went,to,the,door.,And,he,"said,",everybody,done ,gone,away,from,back,here.,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_f_03_1,498,PRV_se0_ag2_f_03,575.7349,578.4613,2.7264,"And his family already had done left him, so he stayed back for the-",1,1,family,left,family_done_left,Noun,VerbPastParticiple,Noun_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,And,his,family,already,had,done ,left,"him,",so,he,stayed,back,for,the-,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_f_04_1,1670,PRV_se0_ag3_f_04,2214.7557,2219.9605,5.2048,Well at that time it was Carolina Enterprise but it done changed names.,1,1,it,changed,it_done_changed,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,Well,at,that,time,it,was,Carolina,Enterprise,but,it,done ,changed,names.,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_f_04_3,1046,PRV_se0_ag3_f_04,1483.1758,1484.7615,1.5857,"And she done told me,",1,1,she,told,she_done_told,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,And,she,done ,told,"me,",,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_02_1,569,PRV_se0_ag3_m_02,728.3044,731.9661,3.6617,And anybody have seen much as I've seen feels like it done changed too much.,1,1,it,changed,it_done_changed,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,And,anybody,have,seen,much,as,I've,seen,feels,like,it,done ,changed,too,much.,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_02_1,669,PRV_se0_ag3_m_02,870.1744,872.8752,2.7008,I'm figuring on getting some more- I done talked to a guy about some more weight.,1,1,I,talked,I_done_talked,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,I'm,figuring,on,getting,some,more-,I,done ,talked,to,a,guy,about,some,more,weight.,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_02_2,618,PRV_se0_ag3_m_02,783.6107,785.31,1.6993,But then I think they done cremate her.,1,1,they,cremate,they_done_cremate,PronounPersonal,VerbBase,PronounPersonal_done_VerbBase,,,,,,,,,,,,,,,,,,But,then,I,think,they,done ,cremate,her.,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1619,PRV_se0_ag3_m_03,1785.2378,1788.0096,2.7718,president and all them crowd done took all this money away from 'em.,1,1,crowd,took,crowd_done_took,Noun,VerbPastParticiple,Noun_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,president,and,all,them,crowd,done ,took,all,this,money,away,from,'em.,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1626,PRV_se0_ag3_m_03,1794.3504,1795.7042,1.3538,They done took they building money from you?,1,1,they,took,they_done_took,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,They,done ,took,they,building,money,from,you?,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag1_m_01_1,555,ROC_se0_ag1_m_01,703.6481,708.1618,4.5137,"um, I done seen like people done graduated and seen people",2,2,people,graduated,people_done_graduated,Noun,VerbPastParticiple,Noun_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,"um,",I,done ,seen,like,people,done,graduated,and,seen,people,,,,,,,,,,,,,,,,,,,
ROC_se0_ag1_m_01_1,555,ROC_se0_ag1_m_01,703.6481,708.1618,4.5137,"um, I done seen like people done graduated and seen people",2,2,I,seen,I_done_seen,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,"um,",I,done,seen,like,people,done ,graduated,and,seen,people,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag1_m_01_1,713,ROC_se0_ag1_m_01,893.9159,894.8539,0.938,I done been everywhere.,1,1,I,been,I_done_everywhere,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,I,done ,been,everywhere.,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag1_m_01_1,2835,ROC_se0_ag1_m_01,3541.6832,3543.4913,1.8081,man done got popped literally by,1,1,man,popped,man_done_popped,Noun,VerbPastParticiple,Noun_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,man,done ,got,popped,literally,by,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag1_m_02_1,756,ROC_se0_ag1_m_02,814.4919,817.5041,3.0122,"and we all done had like, to introduce ourself. I was the only black kid in there,",1,1,we,had,we_done_had,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,and,we,all,done ,had,"like,",to,introduce,ourself.,I,was,the,only,black,kid,in,"there,",,,,,,,,,,,,,,
ROC_se0_ag2_f_02_1,681,ROC_se0_ag2_f_02,909.7205,911.5852,1.8647,oh I guess she done slept with everybody ,1,1,she,slept,she_done_slept,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,oh,I,guess,she,done ,slept,with,everybody,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag3_f_01_1,1096,ROC_se0_ag3_f_01,1195.1992,1200.1781,4.9789,"I don't think it's more so the violence. I just think, okay, I done went to school for all these years.",1,1,I,went,I_done_went,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,I,don't,think,it's,more,so,the,violence.,I,just,"think,","okay,",I,done ,went,to,school,for,all,these,years.,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag3_f_02_1,777,ROC_se0_ag3_f_02,850.9576,853.4324,2.4748,"And I wore corduroys, you know, I done had",1,1,I,had,I_done_had,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,And,I,wore,"corduroys,",you,"know,",I,done ,had,,,,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag3_f_01_1,608,VLD_se0_ag3_f_01,892.9491,895.9695,3.0204,"No, RD-SCHOOL-3 was always elem- they done went to fifth and sixth grade.",1,1,they,went,they_done_went,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,"No,",RD-SCHOOL-3,was,always,elem-,they,done ,went,to,fifth,and,sixth,grade.,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag3_m_01_2,1202,VLD_se0_ag3_m_01,1535.2298,1538.555,3.3252,You know what I'm saying. Boy he done gave me a pistol he gave Calvin a pistol.,1,1,he,gave,he_done_gave,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,You,know,what,I'm,saying.,Boy,he,done ,gave,me,a,pistol,he,gave,Calvin,a,pistol.,,,,,,,,,,,,,,,,,,
VLD_se0_ag3_m_01_2,1363,VLD_se0_ag3_m_01,1717.0904,1720.6144,3.524,boy I'm talking about I had done went down through it boy I'm talking about ooh wee.,1,1,I,went,I_done_went,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,boy,I'm,talking,about,I,had,done ,went,down,through,it,boy,I'm,talking,about,ooh,wee.,,,,,,,,,,,,,,,,,
VLD_se0_ag3_m_01_2,1675,VLD_se0_ag3_m_01,2071.0232,2073.4749,2.4517,"I said now RD-NAME-2 done had a stroke, she still getting it.",1,1,RD-NAME-2,had,RD-NAME-2_done_had,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,I,said,now,RD-NAME-2,done ,had,a,"stroke,",she,still,getting,it.,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag4_f_02_1,567,VLD_se0_ag4_f_02,598.3205,601.0798,2.7593,They go home and get a beating because they done took their hair loose.,1,1,they,took,they_done_took,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,They,go,home,and,get,a,beating,because,they,done ,took,their,hair,loose.,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag4_m_01_1,1483,VLD_se0_ag4_m_01,1479.2663,1480.8529,1.5866,"times we done had in this country,",1,1,we,had,we_done_had,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,times,we,done ,had,in,this,"country,",,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag4_m_02_1,6,VLD_se0_ag4_m_02,7.3153,8.5324,1.2171,How many people you done did this?,1,1,you,did,you_done_did,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,,,How,many,people,you,done ,did,this?,,,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag4_m_02_1,1701,VLD_se0_ag4_m_02,2030.4268,2033.7722,3.3454,"it just a lot of stuff I done went through. Went under houses, done seen snakes.",2,1,I,went,I_done_went,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,it,just,a,lot,of,stuff,I,done,went,through.,Went,under,"houses,",done ,seen,snakes.,,,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag4_m_02_1,1739,VLD_se0_ag4_m_02,2074.9307,2078.8378,3.9071,"Man that was crazy, see that spider still sitting there after you done did all this beating on the wall.",1,1,you,did,you_done_did,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,Man,that,was,"crazy,",see,that,spider,still,sitting,there,after,you,done ,did,all,this,beating,on,the,wall.,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag4_m_02_1,1933,VLD_se0_ag4_m_02,2298.284,2301.9718,3.6878,"I gets back to Valdosta, they done made arrangement for me to meet my mother.",1,1,they,made,they_done_made,PronounPersonal,VerbPastParticiple,PronounPersonal_done_VerbPastParticiple,,,,,,,,,,,,,,,,,I,gets,back,to,"Valdosta,",they,done ,made,arrangement,for,me,to,meet,my,mother.,,,,,,,,,,,,,,,,,,,