File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,SyllableCount,SpeechRate
DCB_se1_ag2_f_02_1,2334,DCB_int_01,3422.5757,3425.8258,3.2501,"Um, I haven't done the dinner cruise but I've done the lunch cruise,",2,0,13.33624384,12.2,6.0,15,4.615242608
DCB_se1_ag2_f_03_1,2100,DCB_int_01,2889.391,2893.0158,3.6248,"witnessed the change? Well, I guess in your lifetime they've done a lot of changing.",1,0,19.12738557,18.32,22.25,18,4.965791216
DCB_se1_ag2_m_01_1,258,DCB_se1_ag2_m_01,385.6074,386.8599,1.2525,she done got honor roll since,1,1,21.92020767,20.88,23.75,7,5.588822355
DCB_se1_ag2_m_01_1,433,DCB_int_01,618.4536,622.443,3.9894,"what has been- okay, in your eyes what has been the most romantic thing that you've done for her?",1,0,16.4088585,15.83,11.25,22,5.514613726
DCB_se1_ag2_m_01_1,434,DCB_se1_ag2_m_01,623.4429,625.8345,2.3916,The rost romantic thing that I've done for her?,1,0,14.25112989,13.37,5.75,11,4.599431343
DCB_se1_ag2_m_01_1,442,DCB_se1_ag2_m_01,636.2518,638.4675,2.2157,I don't- I done did a couple of romantic things.,1,1,13.94288262,13.48,8.0,13,5.867220292
DCB_se1_ag2_m_01_1,448,DCB_se1_ag2_m_01,647.523,648.7585,1.2355,See well I can't- she done did that.,1,1,14.88857141,13.84,13.5,8,6.475111291
DCB_se1_ag2_m_01_1,469,DCB_int_01,680.2729,682.5729,2.3,"Mm-hm, what's the most romantic thing she's done for you?",1,0,13.23695511,12.41,12.5,11,4.782608696
DCB_se1_ag2_m_01_1,1294,DCB_int_01,1767.3373,1768.6813,1.344,Nobody else has done that in his-,1,0,7.230144034,7.11,6.5,9,6.696428571
DCB_se1_ag2_m_01_1,2033,DCB_se1_ag2_m_01,2743.4839,2745.3639,1.88,"I been- I been this, I've done this.",1,0,15.67192407,15.52,28.0,8,4.255319149
DCB_se1_ag2_m_01_1,2741,DCB_se1_ag2_m_01,3743.4447,3749.9417,6.497,"you understand that this shit this woman done did for me like she did so much shit for me like and I just grow to appreciate it, you know what I'm saying. Like at first,",1,1,13.82729169,13.03,12.75,42,6.464522087
DCB_se1_ag2_m_01_1,3039,DCB_se1_ag2_m_01,4144.7412,4147.9359,3.1947,Every time I get around you I'm thinking about how you done hung my ancestors.,1,1,20.48142056,20.29,30.0,22,6.886405609
DCB_se1_ag2_m_01_1,3126,DCB_se1_ag2_m_01,4265.6561,4269.7708,4.1147,"You done bust out with something exclusive, you got a brand new ass blue shirt on now.",1,1,21.99988966,21.68,20.75,20,4.860621674
DCB_se1_ag2_m_02_1,180,DCB_se1_ag2_m_02,222.1131,223.7922,1.6791,"like I done seen it in myself,",1,1,10.57021569,10.05,6.5,8,4.76445715
DCB_se1_ag2_m_02_2,367,DCB_se1_ag2_m_02,515.5117,517.0977,1.586,confused they done had us,1,1,10.01302942,9.69,2.25,6,3.783102144
DCB_se1_ag2_m_03_1,165,DCB_se1_ag2_m_03,247.8627,250.7054,2.8427,"equipment, you know, to get the, you know, big jobs done, but",1,0,14.409845,13.04,9.25,14,4.924895346
DCB_se1_ag2_m_03_1,179,DCB_se1_ag2_m_03,268.7822,269.98,1.1978,"You know, I'm'a get the job done.",1,0,13.138559,11.4,11.25,8,6.678911337
DCB_se1_ag2_m_03_1,314,DCB_se1_ag2_m_03,489.7512,495.3675,5.6163,"what the situation is or what needs to be done, it's no- You know, family's first and, you know, just gotta get the job done and,",2,0,13.00475139,11.95,6.5,32,5.697701334
DCB_se1_ag3_f_01_1,912,DCB_se1_ag3_f_01,1243.1823,1243.563,0.3807,done-,1,0,10.32463351,10.3,20.0,1,2.626740215
DCB_se1_ag3_f_01_1,1920,DCB_se1_ag3_f_01,2560.1621,2561.8641,1.702,It's things that you should have done better.,1,0,20.11969111,18.92,5.0,9,5.287896592
DCB_se1_ag3_f_01_1,1976,DCB_int_01,2629.1985,2632.4999,3.3014,I mean- I mean we're almost done. Can- Thank you. Thank you. It's not your turn.,1,0,18.76873009,17.62,26.75,17,5.149330587
DCB_se1_ag3_f_01_1,2311,DCB_int_01,3031.9586,3032.4761,0.5175,You're done?,1,0,34.90854801,31.88,32.25,2,3.8647343
DCB_se1_ag3_f_01_1,2327,DCB_se1_ag3_f_01,3053.2587,3056.9005,3.6418,"Well next time, you're gonna have to have a cerclage done. I said, there will be no next time.",1,0,23.46395513,21.62,20.25,21,5.766379263
DCB_se1_ag3_f_02_2,438,DCB_se1_ag3_f_02,587.168,588.7496,1.5816,Trying to get them book works done.,1,0,28.38712905,26.57,6.0,8,5.058168943
DCB_se1_ag3_m_01_1,1701,DCB_int_01,2349.2959,2350.5865,1.2906,or something they've done,1,0,9.941460393,9.36,2.25,5,3.874167054
DCB_se1_ag3_m_01_1,1711,DCB_int_01,2363.7594,2365.374,1.6146,"What's something they've done towards you, like",1,0,8.827464986,8.59,7.25,9,5.574136009
DCB_se1_ag3_m_02_1,232,DCB_se1_ag3_m_02,289.6276,293.4626,3.835,"I would s- for me, for my age and what I done picked up off it,",1,1,19.52196289,19.36,7.0,16,4.172099087
DCB_se1_ag3_m_02_1,386,DCB_se1_ag3_m_02,537.9699,540.1189,2.149,"I done lived in DC probably about,",1,1,15.01990134,13.85,11.0,11,5.118659842
DCB_se1_ag3_m_02_1,727,DCB_se1_ag3_m_01,1019.4675,1021.2102,1.7427,done when you were younger that you've carried,1,0,15.0260162,13.76,11.5,10,5.738222299
DCB_se1_ag3_m_02_2,231,DCB_se1_ag3_m_02,355.9918,357.1363,1.1445,I done been-,1,0,9.132715153,9.03,4.25,3,2.621231979
DCB_se1_ag3_m_02_2,232,DCB_se1_ag3_m_02,357.4537,358.9784,1.5247,I done been to every,1,1,19.32728574,19.2,9.25,7,4.591067095
DCB_se1_ag3_m_02_2,234,DCB_se1_ag3_m_02,359.3626,363.3372,3.9746,game that I like I done been to one except DC United game.,1,1,15.38604309,15.09,9.5,17,4.277159966
DCB_se1_ag3_m_02_2,254,DCB_se1_ag3_m_01,390.6116,391.9862,1.3746,have y'all done like-,1,0,10.49011099,10.4,20.5,4,2.909937436
DCB_se1_ag3_m_03_1,1107,DCB_se1_ag3_m_03,1947.8912,1951.6023,3.7111,"thought about getting a couple trades or whatever, but just haven't done that yet.",1,0,24.60185577,23.35,20.75,20,5.389237692
DCB_se1_ag3_m_03_1,1288,DCB_se1_ag3_m_03,2225.6663,2228.9069,3.2406,So anybody who- who's done that is an inspiration to me.,1,0,26.43364368,24.66,20.5,17,5.245942109
DCB_se1_ag3_m_03_1,1345,DCB_se1_ag3_m_01,2316.9216,2320.3059,3.3843,"But then when you start doing research, you find out, ain't done near nothing,",1,0,23.22696272,20.27,10.75,17,5.023195343
DCB_se1_ag3_m_03_1,1348,DCB_se1_ag3_m_03,2320.8555,2324.7601,3.9046,Yeah they ain't done shit but took every motherfucking thing and put they name on the shit.,1,0,22.24568723,21.97,9.75,22,5.634379962
DCB_se1_ag3_m_03_1,1469,DCB_se1_ag3_m_03,2525.0347,2526.1099,1.0752,"I just haven't done it yet,",1,0,33.65213995,30.63,20.5,7,6.510416667
DCB_se1_ag3_m_03_1,1872,DCB_se1_ag3_m_03,3150.5316,3157.0488,6.5172,"Donald Trump not our President, rioting and shit. What the fuck are you rioting for? He haven't even done anything",1,0,27.50307373,25.72,20.0,31,4.756643958
DCB_se1_ag4_f_01_1,50,DCB_se1_ag4_f_01,39.3426,41.9198,2.5772,They done tore it down but the building is still there.,1,1,19.74908066,19.54,17.75,12,4.656216048
DCB_se1_ag4_f_01_2,1000,DCB_se1_ag4_f_01,1157.0973,1161.6499,4.5526,"So y- it's not like you can't tell me nothing but if I'm telling you something that I done been through,",1,1,24.52245039,24.22,22.75,24,5.271712867
DCB_se1_ag4_f_01_2,1407,DCB_se1_ag4_f_01,1628.1107,1629.1267,1.016,it done got worse.,1,1,30.02493408,28.34,22.5,4,3.937007874
DCB_se1_ag4_f_01_2,1488,DCB_se1_ag4_f_01,1721.6557,1724.9332,3.2775,"Sometime I go- Yeah I done been to the capital I mean,",1,1,22.71209313,21.83,19.25,15,4.576659039
DCB_se1_ag4_m_01_1,3072,DCB_se1_ag4_m_01,3555.3065,3559.6463,4.3398,"Next three years, twenty-five hundred dollars you know, they- they done haven't taken advantage of that you know, so.",1,1,15.80875072,15.45,7.75,24,5.530208765
DCB_se1_ag4_m_01_1,3349,DCB_se1_ag4_m_01,3864.9532,3866.8299,1.8767,"you know, and he's not done with me. A lot of people say,",1,0,15.06382783,14.96,14.5,14,7.459903021
DCB_se1_ag4_m_02_1,409,DCB_se1_ag4_m_02,589.6227,592.5363,2.9136,But they taking pistols. They done- they done- they done changed that whole crime.,3,1,15.04383328,14.41,4.0,16,5.491488193
DCB_se1_ag4_m_02_1,1215,DCB_se1_ag4_m_02,1627.0847,1630.8587,3.774,"and RD-SCHOOL-2- uh, tried to get on RD-SCHOOL-2 team, but they done told me I couldn't play for both.",1,1,22.59898047,21.44,6.25,18,4.769475358
DCB_se1_ag4_m_02_1,1606,DCB_se1_ag3_m_01,2155.283,2156.274,0.991,You done put in your work.,1,1,49.87410274,34.43,12.0,6,6.054490414
DCB_se1_ag4_m_02_1,1770,DCB_se1_ag4_m_02,2366.2428,2371.6865,5.4437,"I'm just- I'm determined- yeah I'm determined- I'm determined to make it. It- you know, I done made it- I made it this far, you know, that's what I'm saying.",1,1,13.4589575,13.3,9.0,37,6.796847732
DCB_se1_ag4_m_02_1,1773,DCB_se1_ag4_m_02,2372.1685,2373.4391,1.2706,I done made it to sixty seven.,1,1,20.39197694,20.0,19.75,9,7.083267748
DCB_se1_ag4_m_02_1,1847,DCB_se1_ag4_m_02,2455.3153,2458.4885,3.1732,"Shit, so I done said- , I walked- no matter where to we have.",1,1,30.23985713,28.47,21.75,14,4.411950082
DCB_se2_ag1_f_01_1,843,DCB_int_01,866.4536,870.8153,4.3617,"Gotcha. Okay, so now let's go up to middle school cause we done with-",1,0,21.24243558,20.36,4.5,17,3.897562877
DCB_se2_ag1_f_01_1,1525,DCB_int_01,1688.1761,1689.3877,1.2116,That was it? You were done.,1,0,16.94736356,16.89,23.0,6,4.952129416
DCB_se2_ag1_f_01_1,1528,DCB_se2_ag1_f_01,1689.2731,1690.3922,1.1191," Yeah, I was done.",1,0,18.04520953,18.02,12.0,4,3.574300777
DCB_se2_ag1_f_01_1,1830,DCB_se2_ag1_f_01,2054.9415,2057.2532,2.3117,I was getting d- after I got my hair done.,1,0,23.96896738,22.91,13.0,12,5.190984989
DCB_se2_ag1_f_01_1,1832,DCB_se2_ag1_f_01,2057.3884,2058.7686,1.3802,"I went to go get my hair done,",1,0,13.1801446,12.67,11.25,8,5.796261411
DCB_se2_ag1_f_01_1,1849,DCB_se2_ag1_f_01,2075.9573,2079.1933,3.236,"If I woulda never got my hair done, we probably woulda never moved over there.",1,0,16.24328231,15.69,12.5,22,6.798516687
DCB_se2_ag1_f_01_1,2322,DCB_int_01,2633.6986,2635.7445,2.0459,So have you done your ACTs or SATs?,1,1,16.13218322,14.99,25.0,7,3.421477101
DCB_se2_ag1_f_01_1,2617,DCB_int_01,2987.0555,2988.4497,1.3942,"But you did go get your hair done, so.",1,0,11.06754563,10.58,7.5,9,6.455314876
DCB_se2_ag1_m_01_1,1100,DCB_se2_ag1_m_01,1334.2385,1337.4517,3.2132,"The resources that we have here, like the computers to get homework done is",1,0,17.90309424,17.87,9.0,19,5.913108428
DCB_se2_ag1_m_01_1,1600,DCB_se2_ag1_m_01,1883.4316,1884.6289,1.1973,haven't done a backflip in like,1,0,14.74254104,14.52,6.75,6,5.01127537
DCB_se2_ag1_m_01_1,2305,DCB_se2_ag1_m_01,2651.9466,2652.9741,1.0275,"We haven't done that yet,",1,0,13.1392834,13.09,20.75,6,5.839416058
DCB_se2_ag1_m_01_1,2638,DCB_se2_ag1_m_01,3038.6232,3041.1237,2.5005,he's done battle rap but he's not a battle rapper.,1,0,14.52787538,14.5,7.0,13,5.198960208
DCB_se2_ag2_f_01_1,1393,DCB_int_01,2014.5494,2017.9242,3.3748,"do you feel like you too loc- Like, why haven't you done the monuments?",1,0,39.57847226,35.79,16.25,17,5.037335546
DCB_se2_ag2_f_01_1,1395,DCB_int_01,2019.048,2022.9823,3.9343,"And not to say- I mean, cause some- Like there are things in my hometown that I haven't done.",1,0,20.9790757,20.13,22.25,21,5.33767125
DCB_se2_ag2_f_02_1,2692,DCB_se2_ag2_f_02,2826.7582,2830.2682,3.51,"I could see myself moving back to Southeast if- We know, once they're done cause",1,0,28.93003732,27.98,28.25,18,5.128205128
DCB_se2_ag2_f_02_1,2824,DCB_se2_ag2_f_02,2998.6187,2999.1456,0.5269,they're done.,1,0,28.86118603,27.76,24.75,2,3.795786677
DCB_se2_ag2_f_02_1,2828,DCB_se2_ag2_f_02,3003.7048,3008.917,5.2122,"things that I never knew. Like I- Literally seeing so many black people that have done so many positive things for their lives,",1,0,24.32783533,23.81,15.25,33,6.331299643
DCB_se2_ag2_m_01_1,1561,DCB_int_01,2057.8328,2061.0223,3.1895,"Have you done any of the other stuff? Like the monuments,",1,0,25.0798513,22.71,28.5,15,4.702931494
DCB_se2_ag2_m_01_1,2153,DCB_int_01,2809.741,2810.1507,0.4097,You're done?,1,0,17.6712765,17.08,17.75,2,4.881620698
DCB_se2_ag3_f_01_1,1081,DCB_se2_ag3_f_01,1481.5271,1486.0357,4.5086,"coming from the neighborhood that I came from, joining the military, that's just what I've always done was give back.",1,0,9.375458789,9.18,4.25,28,6.210353547
DCB_se2_ag3_f_01_1,1225,DCB_se2_ag3_f_01,1685.2235,1689.461,4.2375,they recognized the things that I had done in the past which is why they offered me the position.,1,0,7.363437186,7.16,3.75,24,5.663716814
DCB_se2_ag3_f_02_1,1030,DCB_se2_ag3_f_02,1720.7837,1727.8981,7.1144,That is the way that it is done. People that don't understand economics fall to the bottom of the list.,1,0,20.8836515,20.38,6.5,27,3.795119757
DCB_se2_ag3_f_02_1,1160,DCB_se2_ag3_f_02,1887.9262,1895.2575,7.3313,"Cause she aksed me and I was like, you know what, I don't know anything about that, I'm gonna let you talk to, uh, your gran- your great-grandmother over there cause she's done it",1,0,15.68911005,15.35,10.0,38,5.183255357
DCB_se2_ag3_f_02_1,1348,DCB_se2_ag3_f_02,2125.3189,2126.827,1.5081,"You know, what's done is done.",2,0,24.48409974,23.89,10.5,6,3.978516014
DCB_se2_ag3_f_02_1,2131,DCB_se2_ag3_f_02,3232.4862,3239.8441,7.3579,"And matter of fact I've done a couple weddings where the caterer has been a diva, but in this particular case, the- the caterer was like, really, really upsetting.",1,0,18.46835641,18.0,9.0,44,5.97996711
DCB_se2_ag3_m_01_1,1547,DCB_int_01,1865.1608,1869.7663,4.6055,"listens. And she said you could have said everything else under the sun but when you said that, it was done.",1,0,19.86281215,18.81,17.75,25,5.428292259
DCB_se2_ag3_m_01_1,2997,DCB_se2_ag3_m_01,3723.7392,3726.1453,2.4061,"done all sorts of stuff all over the place, but",1,0,23.73439083,23.25,18.0,11,4.571713561
DCB_se2_ag3_m_01_1,3732,DCB_se2_ag3_m_01,4661.5744,4665.4269,3.8525,because listening is not just done with your- You have to listen with your whole body.,1,0,37.27275903,29.35,13.25,21,5.45100584
DCB_se2_ag3_m_02_1,1633,DCB_se2_ag3_m_02,1388.8162,1390.9865,2.1703,"Just was done. I was like, I'm fucking through with this shit.",1,0,19.95655266,18.45,13.25,13,5.989955306
DCB_se2_ag4_f_01_1,80,DCB_int_01,96.9134,97.9579,1.0445,done everything-,1,0,16.63315569,16.25,24.0,4,3.829583533
DCB_se2_ag4_f_01_1,1178,DCB_se2_ag4_f_01,1471.6535,1473.7145,2.061,"Well, so I done survived, and I got 'em through s-",1,1,30.51071003,30.32,31.75,12,5.822416303
DCB_se2_ag4_f_01_1,2543,DCB_se2_ag4_f_01,3200.1825,3205.4504,5.2679,"they have um, done- They've done a documentary on hand dancing in DC and the cultural of it.",2,0,32.56492051,29.39,20.25,26,4.935553067
DCB_se2_ag4_f_01_1,2627,DCB_se2_ag4_f_01,3296.341,3300.4712,4.1302,"You get close, but it's su- It's done in such a way that it's very",1,0,28.60903004,25.33,7.25,17,4.116023437
DCB_se2_ag4_f_01_1,2870,DCB_int_01,3573.0508,3575.7634,2.7126,Do you- Have you done the- Have you been a tourist? Or have you-,1,0,17.17909475,15.92,7.0,15,5.529750055
DCB_se2_ag4_f_01_1,3026,DCB_se2_ag4_f_01,3785.0453,3786.4768,1.4315,that you done moved everybody out.,1,1,15.07382539,14.54,11.75,9,6.287111422
DCB_se2_ag4_f_01_1,3028,DCB_se2_ag4_f_01,3786.7986,3789.3445,2.5459,"And you done put bikes on every corner and all of that, and",1,1,18.7314787,17.9,5.5,16,6.284614478
DCB_se2_ag4_f_01_1,3029,DCB_se2_ag4_f_01,3789.6383,3794.328,4.6897,you done put these- ap- overgrown these streets with apartment buildings and condos and,1,1,22.0761764,20.76,7.0,20,4.264665117
DCB_se2_ag4_f_02_1,1610,DCB_se2_ag4_f_02,1645.7641,1647.773,2.0089,One thing that I've done constantly-,1,0,30.22830205,28.49,9.25,8,3.982278859
DCB_se2_ag4_f_02_1,1892,DCB_se2_ag4_f_02,1942.4367,1945.566,3.1293,it gave me respect because it's something else I had done an-,1,0,27.40799476,25.81,6.25,15,4.793404276
DCB_se2_ag4_f_02_1,1899,DCB_int_01,1948.6913,1949.2876,0.5963,Could be done?,1,0,9.26838042,8.49,6.25,3,5.031024652
DCB_se2_ag4_f_02_1,2039,DCB_se2_ag4_f_02,2092.0675,2093.2601,1.1926,because I had done my-,1,0,18.10088623,17.7,8.25,6,5.031024652
DCB_se2_ag4_f_02_1,2316,DCB_int_01,2351.6325,2352.5245,0.892,"And you were like, I'm done.",1,0,22.8599833,19.92,22.5,6,6.726457399
DCB_se2_ag4_f_02_1,3193,DCB_se2_ag4_f_02,3237.2245,3239.7336,2.5091,you know the building and development that's being done with,1,0,17.68399488,17.08,8.25,15,5.978239209
DCB_se2_ag4_f_02_1,3358,DCB_int_01,3414.999,3416.6657,1.6667,how do you f- do- have you done-,1,0,19.81795763,19.31,28.0,8,4.799904002
DCB_se2_ag4_f_02_1,3366,DCB_int_01,3424.011,3425.5474,1.5364,have you done those things?,1,0,15.95720975,15.52,32.5,5,3.254360844
DCB_se2_ag4_f_03_1,688,DCB_se2_ag4_f_03,713.6582,717.821,4.1628,"He did- He had done all the damage, but we had to do the w- work cleaning it up. ",1,0,21.72309573,21.58,12.0,23,5.525127318
DCB_se2_ag4_f_03_1,1273,DCB_se2_ag4_f_03,1303.5502,1304.6786,1.1284,"he get all his work done,",1,0,11.38248065,11.18,3.0,6,5.317263382
DCB_se2_ag4_f_03_2,1800,DCB_se2_ag4_f_03,1842.5752,1844.228,1.6528,"Cedric woulda done ,",1,0,6.463339101,6.33,17.0,5,3.025169409
DCB_se2_ag4_f_04_1,1975,DCB_se2_ag4_f_04,1914.5614,1915.4847,0.9233,done H Street.,1,0,19.08355836,18.51,23.75,3,3.249214773
DCB_se2_ag4_f_04_1,1977,DCB_se2_ag4_f_04,1916.3473,1918.1192,1.7719,Now is that something I've done by myself? No.,1,0,14.5227631,14.3,16.5,11,6.208025284
DCB_se2_ag4_f_04_1,5069,DCB_se2_ag4_f_04,4770.7916,4772.7827,1.9911,"I don't care what someone has done to you,",1,0,14.21323379,13.91,4.5,10,5.022349455
DCB_se2_ag4_f_05_1,334,DCB_se2_ag4_f_05,511.3305,516.3947,5.0642,that we saw earlier looking prim and proper. Now she done change into something else.,1,1,22.62189939,22.28,6.0,21,4.146755657
DCB_se2_ag4_f_05_1,1253,DCB_se2_ag4_f_05,1872.9773,1877.6733,4.696,"On Saturdays, everybody went to Grandma's to get their hair done. She was a hairdresser.",1,0,33.60754077,32.44,17.5,23,4.897785349
DCB_se2_ag4_f_05_1,1257,DCB_se2_ag4_f_05,1881.2516,1883.625,2.3734,my grandmother's house and get their hair done.,1,0,22.89816904,22.06,6.75,10,4.213364793
DCB_se2_ag4_f_05_1,1854,DCB_se2_ag4_f_05,2717.3529,2719.534,2.1811,that didn't make no difference. I was done with it.,1,0,25.57180895,25.27,6.0,13,5.960295264
DCB_se2_ag4_f_05_1,1893,DCB_se2_ag4_f_05,2770.2245,2772.233,2.0085,How many times I done- don't I come around your house?,1,0,17.0412674,16.88,28.5,13,6.472491909
DCB_se2_ag4_f_05_1,1894,DCB_se1_ag1_m_03,2772.3356,2774.8769,2.5413,"I remember that night she done beat me for some, uh, alcohol.",1,0,16.30514845,15.04,7.75,16,6.295990241
DCB_se2_ag4_f_05_1,1977,DCB_se2_ag4_f_05,2891.9859,2895.4877,3.5018,me and RD-NAME-3 done some stuff- we went to Disney by ourself.,1,0,22.77775081,22.35,22.5,13,3.712376492
DCB_se2_ag4_f_05_1,2358,DCB_se2_ag4_f_05,3444.9643,3447.0673,2.103,that they're getting their work done on time.,1,0,24.03999285,23.31,25.25,9,4.279600571
DCB_se2_ag4_f_05_1,2366,DCB_se2_ag4_f_05,3456.1297,3457.4353,1.3056,You need to get this done.,1,0,22.16035821,21.62,25.75,6,4.595588235
DCB_se2_ag4_f_05_1,2434,DCB_int_01,3555.2631,3559.5285,4.2654,"So let me ask you a couple different questions, then we'll finish up cause I know you got to go get your nails done.",1,0,25.51637483,22.24,21.5,29,6.798893421
DCB_se2_ag4_f_05_1,2755,DCB_se2_ag4_f_05,4020.6315,4021.5781,0.9466,"Okay, I'm done.",1,0,31.40337343,25.67,5.75,4,4.225649694
DCB_se2_ag4_m_01_1,180,DCB_se2_ag4_m_01,267.1582,270.4882,3.33,getting your chores done before you even go up to the recreation centers.,1,0,25.46524086,24.65,13.0,20,6.006006006
DCB_se2_ag4_m_01_1,251,DCB_se2_ag4_m_01,349.4022,350.3652,0.963,or how I get done?,1,0,22.28274974,20.97,29.75,5,5.192107996
DCB_se2_ag4_m_01_1,2117,DCB_se2_ag4_m_01,2780.5138,2784.4751,3.9613,"So when it come back to say you need this done, this that and the other, you can al- you already on top.",1,0,12.55259994,12.26,8.25,26,6.563501881
DCB_se2_ag4_m_01_1,2126,DCB_se2_ag4_m_01,2795.923,2797.544,1.621,It's done. You- you somewhere else.,1,0,11.35809806,11.2,6.75,7,4.318322023
DCB_se2_ag4_m_01_1,2128,DCB_se2_ag4_m_01,2797.9475,2801.4557,3.5082,"You sitting there, you enjoying yourself. Mi- mi- mines is done. It's already- oh- go-",1,0,17.25696391,17.13,10.0,21,5.985975714
DCB_se2_ag4_m_01_1,2140,DCB_se2_ag4_m_01,2813.746,2815.0627,1.3167,You done. You be .,1,0,25.39697005,24.49,25.5,4,3.037897775
DCB_se2_ag4_m_01_1,2156,DCB_se2_ag4_m_01,2834.7545,2835.7922,1.0377,this need to be done.,1,0,14.99708662,14.52,14.5,5,4.81834827
DCB_se2_ag4_m_01_1,2158,DCB_se2_ag4_m_01,2835.9479,2838.3831,2.4352,"We need to get that done, this that and the other, uh uh uh oh oh.",1,0,100.0,85.76,37.5,17,6.980946124
DCB_se2_ag4_m_01_1,2162,DCB_se2_ag4_m_01,2841.5615,2843.6752,2.1137,it's already done. Can I- can I take the rest of the day?,1,0,18.25466869,17.86,19.0,15,7.096560534
DCB_se2_ag4_m_01_1,2166,DCB_se2_ag4_m_01,2845.0131,2845.5511,0.538,Oh it's done.,1,0,17.95273298,16.53,15.75,3,5.576208178
