File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,SyllableCount,SpeechRate
PRV_se0_ag3_f_04_1,1932,PRV_se0_ag3_f_04,2528.9189,2530.107,1.1881,"uh, somebody done",1,0,5.680435095,5.62,6.25,5,4.208399966
PRV_se0_ag3_f_04_3,252,PRV_se0_ag3_f_04,337.8243,340.5649,2.7406,But I didn't ever get that done.,1,0,11.22127524,11.15,11.75,9,3.283952419
PRV_se0_ag3_f_04_3,1046,PRV_se0_ag3_f_04,1483.1758,1484.7615,1.5857,"And she done told me,",1,1,6.495069941,6.43,23.75,5,3.15318156
PRV_se0_ag3_m_01_1,697,PRV_se0_ag3_m_01,799.9513,802.7089,2.7576,"but to acknowledge that a great wrong has been done,",1,0,11.50766837,11.43,7.25,12,4.351610096
PRV_se0_ag3_m_01_1,699,PRV_se0_ag3_m_01,803.0876,806.1738,3.0862,and something needs to be done to correct that because,1,0,17.13584215,17.02,30.25,13,4.212299916
PRV_se0_ag3_m_01_1,1048,PRV_se0_ag3_m_01,1171.4327,1171.854,0.4213,done.,1,0,12.46766884,12.42,16.0,1,2.373605507
PRV_se0_ag3_m_01_2,973,PRV_se0_ag3_m_01,1034.879,1036.2186,1.3396,the Ink Spots had done,1,0,16.88869585,16.79,13.0,5,3.73245745
PRV_se0_ag3_m_01_2,1155,PRV_se0_ag3_m_01,1222.0009,1223.9226,1.9217,And already knew that he had done My Prayer.,1,0,8.753305201,8.7,6.25,11,5.724098454
PRV_se0_ag3_m_02_1,569,PRV_se0_ag3_m_02,728.3044,731.9661,3.6617,And anybody have seen much as I've seen feels like it done changed too much.,1,1,11.78175294,11.72,20.25,18,4.915749515
PRV_se0_ag3_m_02_1,592,PRV_se0_ag3_m_02,764.9982,767.4644,2.4662,"don't pay it all always but like I said, I feel like I done",1,0,10.85277164,10.8,24.5,15,6.082231774
PRV_se0_ag3_m_02_1,669,PRV_se0_ag3_m_02,870.1744,872.8752,2.7008,I'm figuring on getting some more- I done talked to a guy about some more weight.,1,1,12.65258791,12.59,17.25,20,7.40521327
PRV_se0_ag3_m_02_1,893,PRV_se0_ag3_m_02,1156.1374,1159.1384,3.001,"he said, well you know you're a long way but they done a job,",1,0,7.01882833,6.97,5.75,14,4.665111629
PRV_se0_ag3_m_02_2,537,PRV_se0_ag3_m_02,670.1481,673.8733,3.7252,"and didn't have nothing done to the motor or any other- transmission, either one, in twenty years.",1,0,8.066640947,8.0,4.25,26,6.979491034
PRV_se0_ag3_m_02_2,618,PRV_se0_ag3_m_02,783.6107,785.31,1.6993,But then I think they done cremate her.,1,1,11.513199,11.43,23.25,9,5.296298476
PRV_se0_ag3_m_03_1,1390,PRV_se0_ag3_m_03,1546.0046,1547.1548,1.1502,"uh, I ain't done no more work.",1,0,6.683843945,6.62,2.5,7,6.085898105
PRV_se0_ag3_m_03_1,1619,PRV_se0_ag3_m_03,1785.2378,1788.0096,2.7718,president and all them crowd done took all this money away from 'em.,1,1,15.0652315,14.97,4.0,17,6.133198643
PRV_se0_ag3_m_03_1,1626,PRV_se0_ag3_m_03,1794.3504,1795.7042,1.3538,They done took they building money from you?,1,1,10.55266706,10.47,10.5,10,7.386615453
PRV_se0_ag3_m_03_1,1908,PRV_se0_ag3_m_03,2109.749,2111.8061,2.0571,"He done kind of like old Clay, I know you've seen him.",1,0,11.43263728,11.35,5.75,12,5.833454864
ROC_se0_ag1_f_01_1,359,ROC_se0_ag1_f_01,510.506,512.2467,1.7407,done well with that. ,1,0,16.63777612,16.54,14.5,4,2.297926122
ROC_se0_ag1_f_01_1,743,ROC_se0_ag1_f_01,1060.5093,1064.3371,3.8278,"done first actually, if I would've known about vocational school.",1,0,9.269933605,9.16,3.75,16,4.179946706
ROC_se0_ag1_f_01_1,747,ROC_se0_ag1_f_01,1067.2211,1069.0913,1.8702,I actually would've just done that.,1,0,13.59692515,13.52,17.25,8,4.277617367
ROC_se0_ag1_f_01_1,990,ROC_se0_ag1_f_01,1428.052,1428.6261,0.5741,I'll be done,1,0,4.257721375,3.9,4.75,3,5.225570458
ROC_se0_ag1_f_01_1,1493,ROC_se0_ag1_f_01,2160.8326,2161.9814,1.1488,you should've done this.,1,0,5.489564605,5.34,2.0,5,4.352367688
ROC_se0_ag1_f_02_1,1226,ROC_se0_ag1_f_02,1662.1106,1667.0102,4.8996,"problem sets done, or get the homework done, they'd be like, how do you know how to do this? I'm like oh, I have a bachelor's in math.",2,0,9.131340586,9.03,3.5,32,6.5311454
ROC_se0_ag1_f_02_1,1246,ROC_se0_ag1_f_02,1695.384,1699.0153,3.6313,"you know, and then once they were- once the classes are done they were gone, you know.",1,0,11.3829715,11.28,18.75,18,4.956902487
ROC_se0_ag1_f_02_1,1463,ROC_se0_ag1_f_02,1994.9224,1998.1666,3.2442,"really good stuff done. And so, I just would go and work on it everyday,",1,0,7.955444048,7.84,3.25,18,5.548363233
ROC_se0_ag1_f_03_1,498,ROC_se0_ag1_f_03,618.266,621.692,3.426,"when I was almost done with high school. And I always knew it was the wrong reasons, but",1,0,21.04210489,20.53,8.25,21,6.129597198
ROC_se0_ag1_f_03_1,579,ROC_se0_ag1_f_03,744.3172,747.5335,3.2163,"I don't know, I've always done exactly what I wanted to do and that's probably changed.",1,0,23.79103124,23.49,6.75,22,6.840157945
ROC_se0_ag1_f_03_1,785,ROC_se0_ag1_f_03,1007.4742,1009.655,2.1808,"I've done plenty of nude shoots,",1,0,22.27071868,21.86,31.75,7,3.209831255
ROC_se0_ag1_f_03_1,809,ROC_se0_ag1_f_03,1033.2682,1038.746,5.4778,"what's the point of ever having done it, you know. Like, I'm never gonna be on- on a runway on television. But",1,0,15.10480645,14.77,7.75,30,5.47665121
ROC_se0_ag1_f_03_1,961,ROC_se0_ag1_f_03,1258.2828,1265.8775,7.5947,"uh- like, versions. I don't even know what to say. Like and it was crazy. And I wanted to do it because I felt like I hadn't done work like that in a while.",1,0,20.96907917,20.91,10.0,40,5.266830816
ROC_se0_ag1_f_03_1,970,ROC_se0_ag1_f_03,1272.3251,1275.4166,3.0915,"I wanted to do it, cause I hadn't done- I hadn't worked with, like",1,0,16.01820406,15.87,30.25,17,5.49894873
ROC_se0_ag1_f_03_1,1381,ROC_se0_ag1_f_03,1843.6786,1845.1241,1.4455,"I'm- I'm done with like,",1,0,21.7585436,21.08,33.0,5,3.459010723
ROC_se0_ag1_f_03_1,1922,ROC_se0_ag1_f_03,2638.6355,2640.8037,2.1682,nobody wants to do that. Like I'm done with this struggle.,1,0,16.82808169,16.64,23.75,14,6.456968914
ROC_se0_ag1_f_03_1,1924,ROC_se0_ag1_f_03,2642.1455,2645.0645,2.919,I'm done with this struggle . And it doesn't have to be a struggle.,1,0,16.38566173,16.32,6.75,16,5.481329222
ROC_se0_ag1_f_03_1,1925,ROC_se0_ag1_f_03,2645.2743,2649.6889,4.4146,It really doesn't. Even if it means that you have to stay in your hometown a little longer which is what I've done.,1,0,17.39529364,17.16,8.5,29,6.569111584
ROC_se0_ag1_f_03_1,2167,ROC_se0_ag1_f_03,3026.8859,3027.3527,0.4668,done,1,0,21.83003443,20.37,9.0,1,2.142245073
ROC_se0_ag1_m_01_1,316,ROC_se0_ag1_m_01,408.3262,411.1892,2.863,I would go weeks and weeks at a time without having my hair done.,1,0,3.534560458,3.41,3.25,16,5.588543486
ROC_se0_ag1_m_01_1,555,ROC_se0_ag1_m_01,703.6481,708.1618,4.5137,"um, I done seen like people done graduated and seen people",2,2,4.788779006,4.64,4.0,16,3.544763719
ROC_se0_ag1_m_01_1,713,ROC_se0_ag1_m_01,893.9159,894.8539,0.938,I done been everywhere.,1,1,10.07651775,10.04,6.0,6,6.396588486
ROC_se0_ag1_m_01_1,916,ROC_se0_ag1_m_01,1141.7575,1151.4599,9.7024,"We're doi- we're giving you the work and you're just basically sitting there cause you're getting it done. I'm like, okay so what's the RD-SCHOOL-3? And they basically broke it down. It's the RD-SCHOOL-7. You'll learn,",1,0,4.053702843,3.89,7.5,42,4.328825858
ROC_se0_ag1_m_01_1,1691,ROC_se0_ag1_m_01,2141.0236,2143.3073,2.2837,"stop, you gotta wait until after he's done. ",1,0,6.621971146,6.57,3.5,11,4.816744756
ROC_se0_ag1_m_01_1,1695,ROC_se0_ag1_m_01,2144.6968,2150.5477,5.8509,"they waited until after I was done. And they're like, you can't do that, it's a fire hazard. And I'm like, well,",1,0,8.886500352,8.78,7.25,27,4.614674665
ROC_se0_ag1_m_01_1,2063,ROC_se0_ag1_m_01,2604.0564,2605.2565,1.2001,but it can be done.,1,0,1.038281848,0.7,2.25,5,4.166319473
ROC_se0_ag1_m_01_1,2835,ROC_se0_ag1_m_01,3541.6832,3543.4913,1.8081,man done got popped literally by,1,1,3.603207477,3.53,5.75,9,4.977600796
ROC_se0_ag1_m_01_1,3046,ROC_se0_ag1_m_01,3743.0733,3744.8731,1.7998,I done ha- I've had a few,1,0,5.266177448,5.15,3.75,8,4.444938326
ROC_se0_ag1_m_01_1,3217,ROC_se0_ag1_m_01,3930.1007,3932.1139,2.0132,Rochester has done some cool things.,1,0,9.30868913,9.12,3.5,8,3.973773098
ROC_se0_ag1_m_01_1,3446,ROC_int_01,4186.235,4187.992,1.757,More work to be done. ,1,0,3.964251922,3.91,4.75,5,2.845759818
ROC_se0_ag1_m_02_1,520,ROC_se0_ag1_m_02,567.0138,567.8345,0.8207,I'm done with the restaurant,1,0,10.96912225,10.77,10.25,7,8.529304252
ROC_se0_ag1_m_02_1,756,ROC_se0_ag1_m_02,814.4919,817.5041,3.0122,"and we all done had like, to introduce ourself. I was the only black kid in there,",1,1,12.59904282,12.42,7.0,21,6.971648629
ROC_se0_ag1_m_03_1,757,ROC_se0_ag1_m_03,844.889,846.9153,2.0263,done really volunteer work like that.,1,0,8.817880872,8.65,3.0,9,4.441593051
ROC_se0_ag2_f_01_1,1893,ROC_se0_ag3_m_02,1556.813,1560.4304,3.6174,"beautiful building. I mean, once they got it all done, it was a re- it- I mean,",1,0,15.3761549,14.03,9.75,20,5.528832863
ROC_se0_ag2_f_01_1,3204,ROC_se0_ag3_m_02,2717.5751,2718.7144,1.1393,maybe I would've done it.,1,0,18.62174269,16.91,19.5,7,6.144123585
ROC_se0_ag2_f_01_1,4382,ROC_se0_ag2_f_01,3719.7771,3720.3993,0.6222,I'm done.,1,0,20.94565882,20.62,41.5,2,3.214400514
ROC_se0_ag2_f_01_1,5448,ROC_int_01,4676.363,4677.3703,1.0073,We're done. I can pay you.,1,0,14.37210978,11.72,3.25,6,5.956517423
ROC_se0_ag2_f_02_1,44,ROC_se0_ag2_f_02,48.3648,49.7878,1.423,"pulled out like, y- you done.",1,0,0.553355082,0.42,4.5,6,4.216444132
ROC_se0_ag2_f_02_1,681,ROC_se0_ag2_f_02,909.7205,911.5852,1.8647,oh I guess she done slept with everybody ,1,1,8.561415972,8.44,5.75,11,5.899072237
ROC_se0_ag2_f_02_1,1305,ROC_se0_ag2_f_02,1763.337,1766.1404,2.8034,"But I think after fifth grade, she might be, um, done",1,0,8.206487539,8.06,4.25,12,4.280516516
ROC_se0_ag2_f_02_1,1349,ROC_se0_ag2_f_02,1829.7522,1834.7642,5.012,"sh- they never do social studies, so how did you grade her on some work that was never done?",1,0,7.028681917,6.91,4.75,22,4.389465283
ROC_se0_ag2_f_02_1,1738,ROC_int_01,2326.917,2327.3614,0.4444,I'm done.,1,0,4.067174143,3.88,6.5,2,4.500450045
ROC_se0_ag2_f_03_1,2014,ROC_se0_ag2_f_03,2735.57,2739.1837,3.6137,Cause I don't think we've done a great job of retaining our college talent.,1,0,12.71234591,12.49,4.0,18,4.981044359
ROC_se0_ag2_f_04_1,586,ROC_se0_ag2_f_04,830.1645,832.7134,2.5489,"And she was like, you don't need to go here. You've already done this.",1,0,4.681882894,4.55,3.5,16,6.277217623
ROC_se0_ag2_f_04_1,602,ROC_se0_ag2_f_04,848.0419,849.4879,1.446,"if you were done with your bachelor's degree,",1,0,3.906199547,3.82,3.25,11,7.607192254
ROC_se0_ag2_f_04_1,716,ROC_se0_ag2_f_04,989.541,992.662,3.121,"creative-style, really skilled poem. And I had done this thing,",1,0,8.136749926,8.03,3.5,11,3.524511375
ROC_se0_ag2_f_04_1,830,ROC_se0_ag2_f_04,1129.4134,1135.0919,5.6785,made more space cause I've always written with my children. We've always done a particular Christmas card that had a story attached to it.,1,0,7.457721664,7.37,4.5,34,5.987496698
ROC_se0_ag3_f_01_1,703,ROC_int_01,768.0675,770.0653,1.9978,have you felt like Rochester have tried to done-,1,0,13.24437471,12.86,14.5,11,5.506056662
ROC_se0_ag3_f_01_1,1096,ROC_se0_ag3_f_01,1195.1992,1200.1781,4.9789,"I don't think it's more so the violence. I just think, okay, I done went to school for all these years.",1,1,13.57477963,13.46,22.5,24,4.820341843
ROC_se0_ag3_f_01_1,1970,ROC_se0_ag3_f_01,2134.6411,2138.9392,4.2981,"But, you know, maybe that- maybe that is something to do, something that I've never done, so",1,0,10.36205006,10.19,6.5,22,5.118540751
ROC_se0_ag3_f_01_1,1975,ROC_int_01,2141.9125,2144.347,2.4345,That- okay. I've done that several times.,1,0,9.516603359,9.43,7.5,10,4.107619634
ROC_se0_ag3_f_02_1,301,ROC_se0_ag3_f_02,337.9114,340.1903,2.2789,RD-NAME-3 done got her a white baby.,1,0,6.985362596,6.9,17.25,7,3.071657379
ROC_se0_ag3_f_02_1,777,ROC_se0_ag3_f_02,850.9576,853.4324,2.4748,"And I wore corduroys, you know, I done had",1,1,7.93870705,7.81,2.75,11,4.44480362
ROC_se0_ag3_f_02_1,1477,ROC_se0_ag3_f_02,1592.0563,1593.6899,1.6336,get her nails done or s-,1,0,11.69217696,11.49,16.75,6,3.672869736
ROC_se0_ag3_f_02_1,1908,ROC_se0_ag3_f_02,2042.9247,2045.6646,2.7399,"take the stick, and he'd go through 'em when they were done,",1,0,11.9251104,11.8,22.0,12,4.379721888
ROC_se0_ag3_f_02_3,452,ROC_se0_ag3_f_02,466.4711,467.436,0.9649,"Well, I done work with-",1,0,5.596095569,5.48,16.0,5,5.181884133
ROC_se0_ag3_m_01_1,553,ROC_se0_ag3_m_01,712.2863,717.6122,5.3259,"there's a outcry, and an alarmist view that, uh, something really needs to be done about it.",1,0,8.584179524,8.48,5.0,23,4.318518936
ROC_se0_ag3_m_01_1,922,ROC_int_01,1115.4211,1116.1172,0.6961,has done,1,0,10.09882057,9.77,3.25,2,2.873150409
ROC_se0_ag3_m_01_1,1240,ROC_se0_ag3_m_01,1458.8364,1460.5761,1.7397,A lot of that was done on her watch,1,0,1.290045574,1.17,4.0,9,5.173305742
VLD_se0_ag2_f_02_1,367,VLD_int_01,466.6121,469.2094,2.5973,"So now I'm done typing, for right now.",1,0,6.791877664,6.04,9.5,9,3.465136873
VLD_se0_ag2_m_01_1,2201,VLD_se0_ag2_m_01,2245.7728,2246.4869,0.7141,"Yeah, I've done that.",1,0,7.895311975,7.49,5.25,4,5.601456379
VLD_se0_ag2_m_01_1,2203,VLD_se0_ag2_m_01,2246.5821,2248.4453,1.8632,I've done that multiple times. I like fires.,1,0,11.98808968,11.66,5.5,11,5.903821383
VLD_se0_ag2_m_01_1,3012,VLD_se0_ag2_m_01,3078.2949,3080.702,2.4071,done or had go on that I don't really talk about.,1,0,14.22891559,13.98,19.0,13,5.400689627
VLD_se0_ag3_f_01_1,366,VLD_se0_ag3_f_01,572.4113,573.8043,1.393,she has actually done everything,1,0,18.72136704,18.07,18.5,8,5.743000718
VLD_se0_ag3_f_01_1,386,VLD_se0_ag3_f_01,592.9934,593.9772,0.9838,She's done all of that.,1,0,17.12329476,16.83,5.0,5,5.082333808
VLD_se0_ag3_f_01_1,393,VLD_se0_ag3_f_01,601.143,603.3299,2.1869,"So I'm just saying, she has done everything first.",1,0,33.62538639,32.64,43.75,12,5.487219352
VLD_se0_ag3_f_01_1,608,VLD_se0_ag3_f_01,892.9491,895.9695,3.0204,"No, RD-SCHOOL-3 was always elem- they done went to fifth and sixth grade.",1,1,16.10167635,15.2,24.5,12,3.972983711
VLD_se0_ag3_f_01_1,1790,VLD_se0_ag3_f_01,2607.6733,2611.012,3.3387,"chronologically. Age wise, but she has done everything first.",1,0,32.76058769,31.91,36.5,15,4.492766646
VLD_se0_ag3_f_02_1,302,VLD_se0_ag3_f_02,376.4425,378.4635,2.021,"Yeah, coulda done without that.",1,0,45.76781299,45.19,42.0,7,3.463631865
VLD_se0_ag3_f_02_1,1345,VLD_se0_ag3_f_02,1684.1089,1685.8855,1.7766,anything anyone in my family had done before.,1,0,18.40428038,18.02,29.75,15,8.443093549
VLD_se0_ag3_f_02_1,1578,VLD_se0_ag3_f_02,1945.3162,1947.8976,2.5814,With the picture that we took together. Nobody else had done that before.,1,0,17.36960104,17.01,25.0,19,7.360347098
VLD_se0_ag3_f_02_1,1781,VLD_se0_ag3_f_02,2214.2038,2219.9043,5.7005,"band camp and being there early, before band camp to get the music together, get the lockers done. And",1,0,23.16783025,22.76,4.0,26,4.561003421
VLD_se0_ag3_f_02_1,2298,VLD_se0_ag3_f_02,2890.7604,2891.4793,0.7189,One and done.,1,0,3.0858137,3.03,4.75,3,4.173042148
VLD_se0_ag3_f_02_1,2749,VLD_se0_ag3_f_02,3483.0108,3484.7174,1.7066,not have done it the first time.,1,0,46.57169096,44.67,28.5,7,4.101722724
VLD_se0_ag3_m_01_2,1202,VLD_se0_ag3_m_01,1535.2298,1538.555,3.3252,You know what I'm saying. Boy he done gave me a pistol he gave Calvin a pistol.,1,1,14.59319254,14.54,6.5,21,6.315409599
VLD_se0_ag3_m_01_2,1306,VLD_se0_ag3_m_01,1655.8734,1656.9972,1.1238,done in my life.,1,0,12.20511037,11.53,7.25,4,3.559352198
VLD_se0_ag3_m_01_2,1363,VLD_se0_ag3_m_01,1717.0904,1720.6144,3.524,boy I'm talking about I had done went down through it boy I'm talking about ooh wee.,1,1,6.495044342,6.46,6.0,21,5.959137344
VLD_se0_ag3_m_01_2,1675,VLD_se0_ag3_m_01,2071.0232,2073.4749,2.4517,"I said now RD-NAME-2 done had a stroke, she still getting it.",1,1,11.20006787,10.91,7.0,12,4.894562956
VLD_se0_ag3_m_02_1,268,VLD_se0_ag3_m_02,401.0238,402.9309,1.9071,"uh, schooling was done, and how",1,0,20.22167583,20.08,42.5,7,3.670494468
VLD_se0_ag3_m_02_1,1493,VLD_se0_ag3_m_02,1947.9519,1951.2346,3.2827,started a- a week after I got done with high school.,1,0,28.11943044,27.73,38.0,13,3.960154751
VLD_se0_ag3_m_02_1,1781,VLD_se0_ag3_m_02,2350.9927,2354.5738,3.5811,if you realize that you're not d- being done fairly because,1,0,20.14397853,19.9,7.0,16,4.467900924
VLD_se0_ag3_m_03_1,1406,VLD_se0_ag3_m_03,1687.7653,1689.2624,1.4971,I'll have all this other stuff done about-,1,0,9.027926608,9.0,4.75,10,6.679580522
VLD_se0_ag3_m_03_1,1428,VLD_se0_ag3_m_03,1709.9822,1714.8623,4.8801,I'll just have to lock them doors and- and- and be done with it and just take orders in drive through. ,1,0,11.94039355,11.88,8.5,22,4.508104342
VLD_se0_ag3_m_03_1,1780,VLD_se0_ag3_m_03,2152.8499,2155.124,2.2741,"You get all the dishes done, I'll let you go.",1,0,8.053059406,7.96,6.0,11,4.837078405
VLD_se0_ag3_m_03_1,2186,VLD_se0_ag3_m_03,2657.0317,2658.4102,1.3785,and been done with it. ,1,0,10.68858678,10.55,25.75,5,3.627130939
VLD_se0_ag3_m_03_1,2423,VLD_se0_ag3_m_03,2976.2497,2978.8751,2.6254,and just put Florida close to Atlanta. Be done with it.,1,0,11.62717963,11.26,10.75,15,5.713415099
VLD_se0_ag4_f_01_1,772,VLD_se0_ag4_f_01,1058.7052,1059.4072,0.702,I've done.,1,0,51.91980019,35.8,20.0,2,2.849002849
VLD_se0_ag4_f_01_1,1647,VLD_int_01,2167.4285,2170.2775,2.849,"in life that you feel like you haven't done, that you wanna do?",1,0,17.60168201,16.27,8.25,15,5.265005265
VLD_se0_ag4_f_01_1,2044,VLD_se0_ag4_f_01,2711.666,2718.426,6.76,hope you'll slow down some. I- I know you trying to get this graduate school thing done. I- I wanna get that done and out the way.,2,0,28.17768646,26.32,10.0,31,4.585798817
VLD_se0_ag4_f_01_1,2245,VLD_se0_ag4_f_01,3024.029,3025.4418,1.4128,they have done it.,1,0,13.60314111,12.65,3.0,4,2.831257078
VLD_se0_ag4_f_02_1,567,VLD_se0_ag4_f_02,598.3205,601.0798,2.7593,They go home and get a beating because they done took their hair loose.,1,1,9.725199542,9.6,4.75,16,5.798572102
VLD_se0_ag4_f_02_1,590,VLD_se0_ag4_f_02,626.3083,630.0841,3.7758,Friday evenings and Saturday mornings and get they little hair done.,1,0,13.74589415,13.36,25.5,17,4.502357116
VLD_se0_ag4_f_02_1,684,VLD_se0_ag4_f_02,737.3358,740.3523,3.0165,And I knew the lady done it. This beauty shop down there.,1,0,11.28530998,11.13,8.25,14,4.641140394
VLD_se0_ag4_f_02_1,1684,VLD_se0_ag4_f_02,1893.229,1894.2268,0.9978,get their hair done.,1,0,12.5116723,12.27,4.75,4,4.008819403
VLD_se0_ag4_f_02_1,2429,VLD_int_01,2862.8523,2865.0987,2.2464,"But, now she know that, she come and get her hair done.",1,0,19.96911586,19.46,19.5,12,5.341880342
VLD_se0_ag4_f_02_1,2448,VLD_int_01,2887.8129,2888.9728,1.1599,get her little hair done.,1,0,8.529335902,7.95,16.75,6,5.172859729
VLD_se0_ag4_m_01_1,1483,VLD_se0_ag4_m_01,1479.2663,1480.8529,1.5866,"times we done had in this country,",1,1,10.75979287,10.58,3.75,8,5.042228665
VLD_se0_ag4_m_02_1,6,VLD_se0_ag4_m_02,7.3153,8.5324,1.2171,How many people you done did this?,1,1,19.27290695,17.92,2.0,9,7.394626571
VLD_se0_ag4_m_02_1,15,VLD_int_01,15.8983,17.3298,1.4315,"Yeah, so I've done a lot. Mm-hm.",1,0,18.13103445,16.84,26.75,6,4.191407614
VLD_se0_ag4_m_02_1,220,VLD_se0_ag4_m_02,306.736,310.675,3.939,"And then after there- mama done had me and I was coming up, she started having kids.",1,0,21.35868059,20.51,29.75,22,5.585173902
VLD_se0_ag4_m_02_1,406,VLD_se0_ag4_m_02,521.1548,528.8721,7.7173,"And, well we all had done fell asleep on the sofa and but and people had legs over somebody neck and somebody limb on their lap and this and that it was all. I think it was about",1,0,14.54489964,14.1,6.5,47,6.090212898
VLD_se0_ag4_m_02_1,719,VLD_se0_ag4_m_02,893.2825,895.1996,1.9171,"You know, y- y- ya- it done got up now to",1,0,11.78043492,11.16,5.5,11,5.737833186
VLD_se0_ag4_m_02_1,923,VLD_se0_ag4_m_02,1126.7706,1130.3823,3.6117,"thought he was gonna be done got out by now. Shoot, I don't know he might be still there, I don't know.",1,0,9.88479189,9.78,8.75,23,6.368192264
VLD_se0_ag4_m_02_1,1201,VLD_se0_ag4_m_02,1453.5476,1455.7471,2.1995,"But I still was doing my little plumbing, I done- I enjoyed that.",1,0,17.42512459,16.84,8.5,17,7.729029325
VLD_se0_ag4_m_02_1,1436,VLD_int_01,1732.0492,1735.033,2.9838,I know you've done like a lot of plumbing jobs and stuff like that,1,0,17.07217385,16.52,4.5,15,5.027146592
VLD_se0_ag4_m_02_1,1701,VLD_se0_ag4_m_02,2030.4268,2033.7722,3.3454,"it just a lot of stuff I done went through. Went under houses, done seen snakes.",2,1,14.75691236,14.24,6.25,18,5.380522509
VLD_se0_ag4_m_02_1,1739,VLD_se0_ag4_m_02,2074.9307,2078.8378,3.9071,"Man that was crazy, see that spider still sitting there after you done did all this beating on the wall.",1,1,16.37065858,16.07,7.25,25,6.398607663
VLD_se0_ag4_m_02_1,1933,VLD_se0_ag4_m_02,2298.284,2301.9718,3.6878,"I gets back to Valdosta, they done made arrangement for me to meet my mother.",1,1,15.51228437,15.03,6.75,17,4.609794457
